punType,sentenceID,sentenceType,sum_m1_ngram,sum_m2_ngram,sum_m1_relatedness,sum_m2_relatedness,p_m1_given_w,p_m2_given_w,entropy,m1KL,m2KL,KL,m1Focus,m2Focus
near,1,pun,-55.535657869,-46.7526460314,10.997211058,-1.861346626,0.747718940088,0.252281059912,0.564827297763,1.30117532854,6.47901498186,7.78019031041,lion;circus,driver
near,2,pun,-43.5410914618,-36.8942318182,13.643796321,0.558428204,0.980511354109,0.0194886458909,0.0960422880802,1.64178512612,6.8343913374,8.47617646351,tooth;dentist;patient,tell;whole
near,3,pun,-78.3249571638,-79.1621982368,8.965244351,-2.656443979,0.999998489251,1.51074889321e-06,2.17591717589e-05,1.29087258471,6.38694211582,7.67781470053,cilia,ridiculous
near,4,pun,-85.3526797864,-85.6582823787,14.587943037,-2.132293265,0.999999428431,5.71568850503e-07,8.78780283219e-06,1.78619336694,6.97526378365,8.76145715059,heir;man;money;inherited;late;father,man;extension
near,5,pun,-62.2048857285,-46.6540736469,15.720599158,0.194343063,0.44419125168,0.55580874832,0.686904948444,2.10965805743,7.26929340908,9.37895146652,clothing;men's;wear;store,opening;times
near,6,pun,-67.3217083465,-51.2525975577,9.620862496,-0.372967689,1.69809689342e-05,0.999983019031,0.000203489892982,1.35065227085,6.4672982687,7.81795053955,ambiance,paramedic;job;driver
near,7,pun,-65.0353676439,-57.4291345261,12.595708886,-0.001859578,0.581923964408,0.418076035592,0.67966339467,1.67829958037,6.79151059204,8.46981017241,perches;pet;bird,store;necessary
near,8,pun,-29.6112328967,-17.6183908144,12.928209202,-0.787863724,0.00578307401862,0.994216925981,0.0355654586072,0.755288769836,5.86600783739,6.62129660722,reword,
near,9,pun,-95.8203122502,-89.517292391,11.773158733,-2.986738582,0.9553511283,0.0446488716998,0.182446984653,1.63727228506,6.90660342431,8.54387570937,math;algebra;class,weapon;disruption
near,10,pun,-80.989736925,-82.6614787208,13.102587659,-0.953130433,0.999999995232,4.76805173639e-09,9.61302552311e-08,0.915691786189,6.05879381624,6.97448560243,stealer;thief;stole,thief;stole
near,11,pun,-81.616577985,-72.6961657843,7.165153756,-3.676340707,0.578742781863,0.421257218137,0.680694553397,1.67318756061,6.86055871507,8.53374627568,wicker;basket,pranked;hit;humor
near,12,pun,-40.3799605994,-35.1067942125,12.081307459,0.478434478,0.969122413258,0.0308775867424,0.137779636586,0.884408231535,5.99685499849,6.88126323003,spatial,lovable
